course-code,learning-outcomes-id,learning-outcomes
ENGN4625,5,"Research, design, and simulate a complete power system and/or power electronics application based on a complex set of user requirements."
ENGN4625,6,"Appreciate the importance of stability, reliability and safety of power systems from the perspective of consumers and other stakeholders and identify and discuss the recent developments and emerging challenges facing modern power systems and power electronics devices."
ENGN4627,1,"Discuss the history, concepts and key components of robotics technologies."
ENGN4627,2,"Describe and compare various robot sensors and their perception principles that enable a robot to analyse their environment, reason and take appropriate actions toward the given goal."
ENGN4627,3,"Analyse and solve problems in spatial coordinate representation and spatial transformation, robot locomotion, kinematics, motion control, localization and mapping, navigation and path planning. "
ENGN4627,4,Apply and demonstrate the learned knowledge and skills in practical robotics applications.
ENGN4627,5,"Plan, design and implement robotic systems, algorithms and software capable of operating in complex and interactive environments."
ENGN4627,6,Effectively communicate engineering concepts and design decisions using a range of media.
ENGN4628,1,"Address systematically, optimization problems in engineering and in particular continuous state-space convex programming."
ENGN4628,2,Apply numerical methods to solve complex optimization problems.
ENGN4628,3,Model and analyse network flow problems and apply dynamic programming principles to solve shortest path problems.
ENGN4628,4,Define the importance of optimality in feedback control design and derive solutions to linear quadratic optimal control.
ENGN4628,5,Design and implement receding horizon controllers based on constrained optimal control.
ENGN4706,1,"Identify and describe a substantial engineering-related research project, and the knowledge, resources, skills and methodologies required to execute it successfully."
ENGN4706,2,"Generate, analyse, interpret and document new research results, including a thorough assessment of relevant assumptions and limitations, and compare and contrast to existing work and literature."
ENGN4706,3,"Create new knowledge and draw sound conclusions through the application of relevant underlying theory, skills, concepts and methodologies."
ENGN4706,4,"Effectively communicate research outcomes in oral, visual and written forms to colleagues, other engineering professionals and the broader community."
ENGN4706,5,Critically reflect on the outcomes and execution of a research project to enable continuous improvement of research skills.
ENGN4706,6,"Work effectively, professionally and ethically as part of a research team led by a project supervisor."
ENGN4712,1,"Identify and describe a substantial engineering-related research project, and the knowledge, resources, skills and methodologies required to execute it successfully."
ENGN4712,2,"Generate, analyse, interpret and document new research results, including a thorough assessment of relevant assumptions and limitations, and compare and contrast to existing work and literature."
ENGN4712,3,"Create new knowledge and draw sound conclusions through the application of relevant underlying theory, skills, concepts and methodologies."
